fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2018-01-01,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-1,9","5,5","-4,9",07:40,"1,1",Varias,27,"5,6","21,4",14:30,"2,3","821,2",10,"819,0",00,100,100,Varias,87,10:20
2018-01-02,2462,PUERTO DE NAVACERRADA,MADRID,1893,"1,8","15,4","-0,7",01:40,"4,4",23:59,32,"5,0","20,3",01:30,"0,0","823,4",20,"820,1",05,100,100,Varias,100,Varias
2018-01-03,2462,PUERTO DE NAVACERRADA,MADRID,1893,"4,8","3,2","4,2",06:20,"5,4",12:50,33,"4,7","18,1",04:00,"0,0","824,8",11,"822,1",05,100,100,Varias,100,Varias
2018-01-04,2462,PUERTO DE NAVACERRADA,MADRID,1893,"2,6","0,6","0,8",23:50,"4,5",00:00,34,"3,9","12,5",20:30,"0,8","822,2",00,"813,3",24,100,100,Varias,100,Varias
2018-01-05,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-0,9","27,2","-2,8",23:10,"1,0",13:30,22,"6,7","16,4",07:50,"0,0","813,3",00,"797,4",24,100,100,Varias,100,Varias
2018-01-06,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-4,4","52,3","-6,1",23:50,"-2,7",00:00,34,"4,7","13,3",21:20,"0,0","797,4",00,"790,7",24,100,100,Varias,100,Varias
2018-01-07,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-5,0","13,8","-7,1",23:00,"-2,9",12:40,10,"3,9","18,3",19:20,"0,0","797,7",24,"789,9",04,100,100,Varias,99,Varias
2018-01-08,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-4,6","0,0","-7,7",05:50,"-1,4",13:20,18,"1,4","12,2",00:30,"6,7","805,7",Varias,"797,6",00,96,100,Varias,75,21:00
2018-01-09,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-3,1","6,0","-6,2",03:10,"0,0",21:50,23,"5,0","16,7",17:30,"0,0","808,4",23,"804,8",01,80,100,Varias,54,08:10
2018-01-10,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-2,4","2,6","-4,8",21:10,"-0,1",00:00,28,"6,1","21,4",16:20,"0,0","810,4",23,"807,4",04,99,100,Varias,97,13:30
2018-01-11,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-4,3",Ip,"-4,9",Varias,"-3,7",Varias,30,"5,3","23,6",03:10,"0,0","814,5",23,"808,8",Varias,100,100,Varias,100,Varias
2018-01-12,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-1,8","0,0","-5,2",05:30,"1,5",23:10,35,"2,5","9,2",00:00,"6,3","815,5",11,"812,1",24,70,100,Varias,18,23:10
2018-01-13,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-1,2","11,8","-3,8",23:50,"1,3",00:00,21,"4,7","16,7",10:40,"0,6","812,2",00,"805,7",Varias,81,100,Varias,25,00:30
2018-01-14,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-5,0","1,5","-6,6",23:00,"-3,4",12:00,34,"2,5","10,0",05:20,"0,5","812,1",24,"806,7",05,100,100,Varias,98,22:50
2018-01-15,2462,PUERTO DE NAVACERRADA,MADRID,1893,"-3,1","1,0","-6,1",00:00,"-0,1",12:30,36,"3,6","10,8",21:40,"6,3","818,7",23,"811,8",01,87,100,Varias,74,17:40
2018-01-16,2462,PUERTO DE NAVACERRADA,MADRID,1893,"0,9","2,0","-1,5",00:10,"3,3",13:30,36,"4,4","15,8",23:59,"0,0","819,9",11,"817,8",06,100,100,Varias,100,Varias
2018-01-17,2462,PUERTO DE NAVACERRADA,MADRID,1893,"1,6","0,0","-0,2",09:30,"3,4",20:10,36,"4,7","15,8",00:00,"6,4","818,6",Varias,"817,4",Varias,79,100,Varias,24,18:50
2018-01-18,2462,PUERTO DE NAVACERRADA,MADRID,1893,"6,4","0,0","2,1",00:00,"10,6",12:50,34,"2,8","5,8",13:10,"8,4","818,1",00,"814,6",24,37,57,23:59,31,00:00
